"Region","Country","AZE_ID","MapID","Type","SiteNameFi","Latitude","Longitude","NewSpeciesName","Scientific","Common_nam","Class","Order_","Family","IUCNCode","BirdLifeCode","2008_10__R","PercentProtectedWDPA","ProtectionWDPA","Protected","Protecte_1","AZE2005_si","2005_2009","AZE_site__","AZE2005_Tr","SitRedID","WDPA Site Code","IUCN Red List Link","BirdLife DZ Species Link","BirdLife DZ Site Link","Protected Planet Link","Field29"
"AMERICAS","Honduras",244,"HND5","Single Site","Isla Roatan",16.373667,-86.456929,,"Ctenosaura oedirhina","Roatßn Spiny-tailed Iguana","REPTILIA","SQUAMATA","IGUANIDAE",44191,,,0,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/44191/0",,,,
"AMERICAS","Honduras",254,"HND6","Single Site","Isla Utila",16.098521,-86.932203,,"Ctenosaura bakeri","Utila Spiny-tailed Iguana","REPTILIA","SQUAMATA","IGUANIDAE",44181,,,0,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/44181/0",,,,
"AMERICAS","Honduras",286,"HND7","Single Site","La Muralla and surrounding areas",15.138317,-86.663933,,"Bolitoglossa decora",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59152,,,88,,,,"Parque Nacional La Muralla",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/59152/0",,,,
"AMERICAS","Honduras",286,"HND7","Single Site","La Muralla and surrounding areas",15.138317,-86.663933,,"Nototriton lignicola",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59296,,,88,,,,"Parque Nacional La Muralla",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/59296/0",,,,
"AMERICAS","Honduras",348,"HND9","Single Site","Montana de Celaque",14.491933,-88.750204,,"Craugastor anciano",,"AMPHIBIA","ANURA","CRAUGASTORIDAE",56413,,"CR",77,,,,,"0",,0,,,"http://www.iucnredlist.org/apps/redlist/details/56413/0",,,,
"PACIFIC","Solomon Islands",394,"SLB4","Single Site","Nend÷ and T÷motu Neo",-10.706046,165.819161,,"Pteropus nitendiensis","Temotu Flying Fox","MAMMALIA","CHIROPTERA","PTEROPODIDAE",18744,,"EN",0,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/18744/0",,,,
"AMERICAS","Honduras",460,"HND10","Single Site","Pico Bonito-Rio Valle Aguan",15.574567,-86.830313,,"Craugastor cruzi",,"AMPHIBIA","ANURA","CRAUGASTORIDAE",56537,,,74,,,,"Parque Nacional Pico Bonito",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56537/0",,,,
"AMERICAS","Honduras",460,"HND10","Single Site","Pico Bonito-Rio Valle Aguan",15.574567,-86.830313,,"Plectrohyla chrysopleura",,"AMPHIBIA","ANURA","HYLIDAE",55872,,,74,,,,"Parque Nacional Pico Bonito",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/55872/0",,,,
"AMERICAS","Honduras",9022,"HND11","Single Site","Rio Platano",15.479547,-84.896149,,"Craugastor pechorum",,"AMPHIBIA","ANURA","CRAUGASTORIDAE",56838,,"EN",27,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/56838/0",,,,
"AMERICAS","Honduras",550,"HND12","Single Site","Sierra de Agalta-Catacamas and surrounding areas",15.003605,-85.899277,,"Bolitoglossa longissima",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59174,,,79,,,,"Parque Nacional Sierra de Agalta",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/59174/0",,,,
"AMERICAS","Honduras",550,"HND12","Single Site","Sierra de Agalta-Catacamas and surrounding areas",15.003605,-85.899277,,"Hyalinobatrachium crybetes",,"AMPHIBIA","ANURA","CENTROLENIDAE",55009,,,79,,,,"Catacamas",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/55009/0",,,,
"AMERICAS","Honduras",557,"HND13","Single Site","Sierra de Omoa-Cusuco",15.552763,-88.167385,,"Bolitoglossa diaphora",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59153,,,41,,,,"Parque Nacional Cusuco",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/59153/0",,,,
"AMERICAS","Honduras",557,"HND13","Single Site","Sierra de Omoa-Cusuco",15.552763,-88.167385,,"Craugastor merendonensis",,"AMPHIBIA","ANURA","CRAUGASTORIDAE",56761,,,41,,,,"Monta±as del Merendon",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56761/0",,,,
"AMERICAS","Honduras",557,"HND13","Single Site","Sierra de Omoa-Cusuco",15.552763,-88.167385,,"Craugastor omoaensis",,"AMPHIBIA","ANURA","CRAUGASTORIDAE",56810,,,41,,,,"Sierra de Omoa",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56810/0",,,,
"AMERICAS","Honduras",557,"HND13","Single Site","Sierra de Omoa-Cusuco",15.552763,-88.167385,,"Cryptotriton nasalis",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59235,,,41,,,,"Parque Nacional Cusuco",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/59235/0",,,,
"AMERICAS","Honduras",557,"HND13","Single Site","Sierra de Omoa-Cusuco",15.552763,-88.167385,,"Oedipina tomasi",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",136010,,,41,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/136010/0",,,,
"AMERICAS","Honduras",557,"HND13","Single Site","Sierra de Omoa-Cusuco",15.552763,-88.167385,,"Plectrohyla dasypus",,"AMPHIBIA","ANURA","HYLIDAE",55873,,,41,,,,"Parque Nacional Cusuco",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/55873/0",,,,
"AMERICAS","Honduras",557,"HND13","Single Site","Sierra de Omoa-Cusuco",15.552763,-88.167385,,"Plectrohyla exquisita",,"AMPHIBIA","ANURA","HYLIDAE",55874,,,41,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/55874/0",,,,
"AMERICAS","Honduras",603,"HND14","Single Site","Texiguat",15.482519,-87.350531,,"Isthmohyla insolita",,"AMPHIBIA","ANURA","HYLIDAE",55516,,,53,,,,"Sierra Nombre de Dios",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/55516/0",,,,
"AMERICAS","Jamaica",65,"JAM1",,"Blue and John Crow Mountains",18.059068,-76.528707,,"Eleutherodactylus alticola",,"AMPHIBIA","ANURA","ELEUTHERODACTYLIDAE",56408,,,98,,,,"Blue and John Crow Mountains",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56408/0",,,,
"AMERICAS","Jamaica",116,"JAM2",,"Cockpit Country and Catadupa",18.292885,-77.707309,,"Eleutherodactylus griphus",,"AMPHIBIA","ANURA","ELEUTHERODACTYLIDAE",56633,,,41,,,,"Cockpit Country",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56633/0",,,,
"AMERICAS","Jamaica",116,"JAM2",,"Cockpit Country and Catadupa",18.292885,-77.707309,,"Eleutherodactylus sisyphodemus",,"AMPHIBIA","ANURA","ELEUTHERODACTYLIDAE",7148,,,41,,,,"Cockpit Country",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/7148/0",,,,
"AMERICAS","Jamaica",212,"JAM3",,"Hellshire Hills",17.888971,-76.962349,,"Siphonorhis americana","Jamaican Pauraque","AVES","CAPRIMULGIFORMES","CAPRIMULGIDAE",106002373,2373,"CR",100,,,,,,,0,21892,,"http://www.iucnredlist.org/apps/redlist/details/106002373/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=2373","http://www.birdlife.org/datazone/sitefactsheet.php?id=21892",,
"AMERICAS","Jamaica",212,"JAM3",,"Hellshire Hills",17.888971,-76.962349,,"Cyclura collei","Jamaica Ground Iguana","REPTILIA","SQUAMATA","IGUANIDAE",6027,,,100,,,,"Hellshire Hills",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/6027/0",,,,
"AMERICAS","Mexico",309,"MEX36","Single Site","Los Tuxtlas",18.464148,-94.985948,,"Geotrygon carrikeri","Tuxtla Quail-dove","AVES","COLUMBIFORMES","COLUMBIDAE",106002588,2588,"EN",99,,"Protected","Los Tuxlas Biosphere Reserve",,"No",,-1,29888,,"http://www.iucnredlist.org/apps/redlist/details/106002588/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=2588","http://www.birdlife.org/datazone/sitefactsheet.php?id=29888",,
"AMERICAS","Jamaica",471,"JAM5",,"Portland Bight and Ridge and surrounding areas",17.794106,-77.106734,,"Eleutherodactylus cavernicola",,"AMPHIBIA","ANURA","ELEUTHERODACTYLIDAE",7143,,,100,,,,"Portland Ridge",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/7143/0",,,,
"AMERICAS","Mexico",11,"MEX1","Single Site","Acultzingo",18.681214,-97.217882,,"Pseudoeurycea firscheini",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59377,,"EN",42,,"Partial","Parque Nacional Ca±¾n del RÝo Blanco",,"No",,0,,,"http://www.iucnredlist.org/apps/redlist/details/59377/0",,,,
"AMERICAS","Mexico",11,"MEX1","Single Site","Acultzingo",18.681214,-97.217882,,"Thorius dubitus",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59410,,"EN",42,,"Partial","Parque Nacional Ca±¾n del RÝo Blanco",,"No",,0,,,"http://www.iucnredlist.org/apps/redlist/details/59410/0",,,,
"AMERICAS","Mexico",11,"MEX1","Single Site","Acultzingo",18.681214,-97.217882,,"Thorius magnipes",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59416,,"CR",42,,"Partial","Parque Nacional Ca±¾n del RÝo Blanco","Acultzingo","No",,-1,,,"http://www.iucnredlist.org/apps/redlist/details/59416/0",,,,
"AMERICAS","Mexico",11,"MEX1","Single Site","Acultzingo",18.681214,-97.217882,,"Thorius troglodytes",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59429,,"EN",42,,"Partial","Parque Nacional Ca±¾n del RÝo Blanco",,"No",,0,,,"http://www.iucnredlist.org/apps/redlist/details/59429/0",,,,
"AMERICAS","Mexico",20,"MEX2","Single Site","Almolya del Rio",19.404529,-99.702683,,"Ambystoma lermaense","Lake Lerma Salamander","AMPHIBIA","CAUDATA","AMBYSTOMATIDAE",1093,,"CR",0,,"Unprotected","Unprotected",,"No",,0,,,"http://www.iucnredlist.org/apps/redlist/details/1093/0",,,,
"AMERICAS","Mexico",21,"MEX3","Single Site","Altamira",22.363614,-97.901512,,"Geomys tropicalis","Tropical Pocket Gopher","MAMMALIA","RODENTIA","GEOMYIDAE",9056,,"CR",0,,"Unprotected","Unprotected",,"No",,0,,,"http://www.iucnredlist.org/apps/redlist/details/9056/0",,,,
"AMERICAS","Colombia",437,"COL27","Single Site","Paramillo Natural National Park",7.552687,-76.111254,,"Atelopus galactogaster",,"AMPHIBIA","ANURA","BUFONIDAE",54513,,,87,,,,"Parque Nacional Natural Paramillo",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/54513/0",,,,
"AMERICAS","Mexico",40,"MEX5","Single Site","Archipielago de San Lorenzo",28.741666,-112.911592,,"Peromyscus interparietalis","San Lorenzo Deer Mouse","MAMMALIA","RODENTIA","CRICETIDAE",16668,,"CR",100,,,,"Isla San Lorenzo Sur","No",,-1,,,"http://www.iucnredlist.org/apps/redlist/details/16668/0",,,,
"AMERICAS","Colombia",420,"COL28","Single Site","Pßramo de Sons¾n",5.778746,-75.326071,,"Atelopus sonsonensis",,"AMPHIBIA","ANURA","BUFONIDAE",54553,,,0,,,,"Pßramo de Sons¾n",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/54553/0",,,,
"EUROPE AND THE MIDDLE EAST","Portugal",314,"PRT1","Single Site","Maciço Montanhoso Oriental",32.733333,-16.683333,,"Pterodroma madeira","Zino's Petrel","AVES","PROCELLARIFORMES","PROCELLARIIDAE",106003906,3906,"EN",0,,"Protected","1,900ha of IBA covered by National Park (Parque Natural da Madeira), 1,900ha of IBA covered by Strict Nature Reserve.","Montado do Areeiro",,,-1,19667,,"http://www.iucnredlist.org/apps/redlist/details/106003906/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=3906","http://www.birdlife.org/datazone/sitefactsheet.php?id=19667",,
"AFRICA","Seychelles",316,"SYC2","Single Site","Mahé highlands and surrounding areas",-4.654312,55.441759,,"Otus insularis","Seychelles Scops-owl","AVES","STRIGIFORMES","STRIGIDAE",106002180,2180,"EN",50,,"Protected","Morne Seychellois",,,,-1,6789,,"http://www.iucnredlist.org/apps/redlist/details/106002180/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=2180","http://www.birdlife.org/datazone/sitefactsheet.php?id=6789",,
"PACIFIC","New Caledonia",329,"NCL2","Single Site","Massifs du Grand Sud - entre le mont Humboldt et la rivière Bleue",-22.027888,166.551804,,"Aegotheles savesi","New Caledonian Owlet-nightjar","AVES","CAPRIMULGIFORMES","AEGOTHELIDAE",106002328,2328,"CR",24,,"Protected","RÚserve SpÚciale de Faune et de Flore de la Ni-KouakouÚ","Ni-KouakouÚ",,,-1,21846,,"http://www.iucnredlist.org/apps/redlist/details/106002328/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=2328","http://www.birdlife.org/datazone/sitefactsheet.php?id=21846",,
"AMERICAS","Colombia",420,"COL28","Single Site","Pßramo de Sons¾n",5.778746,-75.326071,,"Atopophrynus syntomopus",,"AMPHIBIA","ANURA","STRABOMANTIDAE",56326,,,0,,,,"Pßramo de Sons¾n",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56326/0",,,,
"AMERICAS","Mexico",91,"MEX9","Single Site","Centro Sierra Triqui-Mixteca",17.148256,-97.910174,,"Bolitoglossa riletti",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59199,,"EN",0,,"Unprotected","Unprotected",,"No",,0,,,"http://www.iucnredlist.org/apps/redlist/details/59199/0",,,,
"AMERICAS","Mexico",94,"MEX10","Single Site","Cerro de las Flores",16.754807,-95.473929,,"Plectrohyla ephemera",,"AMPHIBIA","ANURA","HYLIDAE",61791,,"CR",76,,"Unprotected","Unprotected",,"No",,0,,,"http://www.iucnredlist.org/apps/redlist/details/61791/0",,,,
"AMERICAS","Colombia",420,"COL28","Single Site","Pßramo de Sons¾n",5.778746,-75.326071,,"Pristimantis bernali",,"AMPHIBIA","ANURA","STRABOMANTIDAE",56459,,,0,,,,"Pßramo de Sons¾n",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56459/0",,,,
"AMERICAS","Mexico",115,"MEX12","Single Site","Coalcoman-Pomaro",18.526021,-103.276776,,"Eleutherodactylus rufescens",,"AMPHIBIA","ANURA","ELEUTHERODACTYLIDAE",56930,,"CR",0,,"Unprotected","Unprotected","Coalcomßn-P¾maro","No",,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56930/0",,,,
"AMERICAS","Colombia",420,"COL28","Single Site","Pßramo de Sons¾n",5.778746,-75.326071,,"Rhinella rostrata",,"AMPHIBIA","ANURA","BUFONIDAE",54881,,,0,,,,"Santa Rita Creek",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/54881/0",,,,
"AMERICAS","Mexico",133,"MEX14","Single Site","Cosolapa, Acatlan, Tepexic",18.420196,-96.806484,,"Thorius schmidti",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59426,,"EN",0,,"Unprotected","Unprotected",,"No",,0,,,"http://www.iucnredlist.org/apps/redlist/details/59426/0",,,,
"AMERICAS","Mexico",134,"MEX15","Single Site","Cozumel",20.438273,-86.905673,,"Toxostoma guttatum","Cozumel Thrasher","AVES","PASSERIFORMES","MIMIDAE",106006867,6867,"CR",5,,"Partial","Punta Sur Park",,"No",,-1,23564,,"http://www.iucnredlist.org/apps/redlist/details/106006867/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=6867","http://www.birdlife.org/datazone/sitefactsheet.php?id=23564",,
"AMERICAS","Mexico",134,"MEX15","Single Site","Cozumel",20.438273,-86.905673,,"Procyon pygmaeus","Cozumel Island Raccoon","MAMMALIA","CARNIVORA","PROCYONIDAE",18267,,"CR",5,,"Partial","Parque Punta Sur","Cozumel","No",,-1,,,"http://www.iucnredlist.org/apps/redlist/details/18267/0",,,,
"AMERICAS","Mexico",134,"MEX15","Single Site","Cozumel",20.438273,-86.905673,,"Reithrodontomys spectabilis","Cozumel Harvest Mouse","MAMMALIA","RODENTIA","CRICETIDAE",19416,,"CR",5,,"Partial","Parque Punta Sur","Cozumel","No",,-1,,,"http://www.iucnredlist.org/apps/redlist/details/19416/0",,,,
"AMERICAS","Colombia",421,"COL29","Single Site","Pßramo Urrao",6.486042,-76.161333,,"Atelopus nicefori",,"AMPHIBIA","ANURA","BUFONIDAE",54534,,,99,,,,"Alto de Caicedo",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/54534/0",,,,
"AMERICAS","Mexico",455,"MEX40","Single Site","Pe±a Blanca/Sierra Gorda",21.287217,-99.477509,,"Chiropterotriton magnipes",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59227,,"CR",99,,"Partial","Reserva de la Bi¾sfera Sierra Gorda",,"No",,0,,,"http://www.iucnredlist.org/apps/redlist/details/59227/0",,,,
"AMERICAS","Mexico",158,"MEX17","Single Site","Eastern middle slopes of Sierra Madre Oriental",20.407833,-98.422025,,"Habromys simulatus","Jico Deer Mouse","MAMMALIA","RODENTIA","CRICETIDAE",9611,,,0,,,,,"No",,0,,,"http://www.iucnredlist.org/apps/redlist/details/9611/0",,,,
"AMERICAS","Mexico",161,"MEX18","Single Site","El Chico",20.196778,-98.722868,,"Chiropterotriton dimidiatus",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59225,,"EN",97,,"Partial","Parque Nacional El Chico",,"No",,0,,,"http://www.iucnredlist.org/apps/redlist/details/59225/0",,,,
"AMERICAS","Mexico",162,"MEX19","Single Site","El Cielo",23.190375,-99.270803,,"Chiropterotriton cracens",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59224,,"EN",100,,"Partial","Reserva de la Bi¾sfera El Cielo","El Cielo","No",,-1,,,"http://www.iucnredlist.org/apps/redlist/details/59224/0",,,,
"AMERICAS","Mexico",165,"MEX20","Single Site","El Palmito",23.547429,-105.758017,,"Eleutherodactylus saxatilis",,"AMPHIBIA","ANURA","ELEUTHERODACTYLIDAE",56951,,"EN",0,,"Unprotected","Unprotected",,"No",,0,,,"http://www.iucnredlist.org/apps/redlist/details/56951/0",,,,
"AMERICAS","Mexico",166,"MEX21","Single Site","El Rosario-Palo Mocho - La Totonquera",18.800411,-96.8048,,"Pseudoeurycea praecellens",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59391,,"CR",0,,"Unprotected","Unprotected","Hacienda El Potrero","No",,-1,,,"http://www.iucnredlist.org/apps/redlist/details/59391/0",,,,
"AMERICAS","Mexico",222,"MEX22","Single Site","Huauchinango",20.04694,-97.752439,,"Lithobates pueblae",,"AMPHIBIA","ANURA","RANIDAE",58702,,"CR",0,,"Unprotected","Unprotected","Huauchinango","No",,-1,,,"http://www.iucnredlist.org/apps/redlist/details/58702/0",,,,
"AFRICA","Ethiopia",337,"ETH4","Single Site","Metu - Gore - Tepi forests",7.81658,35.168931,,"Desmomys yaldeni","Yalden's Desmomys","MAMMALIA","RODENTIA","MURIDAE",45052,,"EN",0,,"Protected","Natural Forest priority area","Metu - Gore - Tepi forests",,,-1,,"0","http://www.iucnredlist.org/apps/redlist/details/45052/0",,,"http://www.protectedplanet.net/sites/0",
"AMERICAS","Ecuador",462,"ECU23","Single Site","Pilal¾",-0.940682,-78.991081,,"Pristimantis thymalopsoides",,"AMPHIBIA","ANURA","STRABOMANTIDAE",57005,,,0,,,,"Pilal¾",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/57005/0",,,,
"AMERICAS","Mexico",236,"MEX25","Single Site","Isla Cedros",28.189179,-115.232636,,"Neotoma bryanti","Bryant's Woodrat","MAMMALIA","RODENTIA","CRICETIDAE",14584,,"EN",0,,"Unprotected","Unprotected","Isla Cedros","No",,-1,,,"http://www.iucnredlist.org/apps/redlist/details/14584/0",,,,
"PACIFIC","French Polynesia",342,"PYF3","Single Site","Mohotani",-9.983333,-138.833333,,"Pomarea mendozae","Marquesan Monarch","AVES","PASSERIFORMES","MONARCHIDAE",160032276,32276,"EN",52,,"Protected","Mohotani Island","Mohotani, Marquesas",,,-1,23762,,"http://www.iucnredlist.org/apps/redlist/details/160032276/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=32276","http://www.birdlife.org/datazone/sitefactsheet.php?id=23762",,
"AFRICA","Madagascar",347,"MDG16","Single Site","Montagne d'Ambre National Park and Special Reserve",-12.594419,49.158683,,"Monticola erythronotus","Amber Mountain Rock-thrush","AVES","PASSERIFORMES","MUSCICAPIDAE",160031209,31209,"EN",100,,"Protected","Montagne d'Ambre National Park and Special Reserve",,,,-1,6524,"Montagne_D_Ambre_National_Park","http://www.iucnredlist.org/apps/redlist/details/160031209/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=31209","http://www.birdlife.org/datazone/sitefactsheet.php?id=6524","http://www.protectedplanet.net/sites/Montagne_D_Ambre_National_Park",
"AMERICAS","Mexico",249,"MEX28","Single Site","Isla Santa Margarita",24.439495,-111.830104,,"Dipodomys margaritae","Margarita Island Kangaroo Rat","MAMMALIA","RODENTIA","HETEROMYIDAE",6688,,"CR",0,,"Unprotected","Unprotected","Isla Santa Margarita","No",,-1,,,"http://www.iucnredlist.org/apps/redlist/details/6688/0",,,,
"AFRICA","Uganda, Kenya",359,"UGA1","Transboundary complex","Mount Elgon",1.103166,34.563862,,"Otomys barbouri","BarbourÆs Vlei Rat","MAMMALIA","RODENTIA","MURIDAE",45069,,"EN",87,,"Protected","Mount Elgon","Mount Elgon National Park/Mount Elgon",,,-1,,"Mount_Elgon_National_Park","http://www.iucnredlist.org/apps/redlist/details/45069/0",,,"http://www.protectedplanet.net/sites/Mount_Elgon_National_Park",
"AFRICA","Kenya",368,"KEN2","Single Site","Mount Kenya",-0.182366,37.333579,,"Grammomys gigas","Giant Thicket Rat","MAMMALIA","RODENTIA","MURIDAE",9456,,"EN",99,,"Protected","National Park; National Reserve","Mount Kenya",,,-1,,"Mount_Kenya_National_Park","http://www.iucnredlist.org/apps/redlist/details/9456/0",,,"http://www.protectedplanet.net/sites/Mount_Kenya_National_Park",
"AFRICA","Malawi",373,"MWI1","Single Site","Mount Mulanje Forest Reserve",-15.9384,35.643816,,"Amietia johnstoni","Johnston's River Frog","AMPHIBIA","ANURA","PYXICEPHALIDAE",58188,,"EN",97,,"Protected","Mount Mulanje UNESCO-MAB Biosphere Reserve","Mount Mulanje Forest Reserve",,,-1,,"Mount_Mulanje_Unescomab_Biosphere_Reserve","http://www.iucnredlist.org/apps/redlist/details/58188/0",,,"http://www.protectedplanet.net/sites/Mount_Mulanje_Unescomab_Biosphere_Reserve",
"AFRICA","Malawi",373,"MWI1","Single Site","Mount Mulanje Forest Reserve",-15.9384,35.643816,,"Arthroleptis francei",,"AMPHIBIA","ANURA","ARTHROLEPTIDAE",54371,,"EN",97,,"Protected","Mount Mulanje UNESCO-MAB Biosphere Reserve","Mount Mulanje Forest Reserve",,,-1,,"Mount_Mulanje_Unescomab_Biosphere_Reserve","http://www.iucnredlist.org/apps/redlist/details/54371/0",,,"http://www.protectedplanet.net/sites/Mount_Mulanje_Unescomab_Biosphere_Reserve",
"AFRICA","Malawi",373,"MWI1","Single Site","Mount Mulanje Forest Reserve",-15.9384,35.643816,,"Widdringtonia whytei","Mlanje Cedar","CONIFEROPSIDA","CONIFERALES","CUPRESSACEAE",33216,,"EN",97,,"Protected","Mount Mulanje UNESCO-MAB Biosphere Reserve","Mount Mulanje Forest Reserve",,,-1,,"Mount_Mulanje_Unescomab_Biosphere_Reserve","http://www.iucnredlist.org/apps/redlist/details/33216/0",,,"http://www.protectedplanet.net/sites/Mount_Mulanje_Unescomab_Biosphere_Reserve",
"AFRICA","Cameroon",377,"CMR8","Single Site","Mount Rata and Rumpi Hills Forest Reserve",4.900721,9.088977,,"Alexteroon jynx",,"AMPHIBIA","ANURA","HYPEROLIIDAE",56088,,"CR",50,,"Protected","Mount Rata and Rumpi Hills Forest Reserve","Mount Rata and Rumpi Hills Forest Reserve",,,-1,,"0","http://www.iucnredlist.org/apps/redlist/details/56088/0",,,"http://www.protectedplanet.net/sites/0",
"AFRICA","Cameroon",377,"CMR8","Single Site","Mount Rata and Rumpi Hills Forest Reserve",4.900721,9.088977,,"Myosorex rumpii","Rumpi Mouse Shrew","MAMMALIA","EULIPOTYPHLA","SORICIDAE",14113,,"EN",50,,"Protected","Mount Rata and Rumpi Hills Forest Reserve","Mount Rata and Rumpi Hills Forest Reserve",,,-1,,"0","http://www.iucnredlist.org/apps/redlist/details/14113/0",,,"http://www.protectedplanet.net/sites/0",
"AMERICAS","Mexico",290,"MEX32","Single Site","Lago de Las Minas",19.397624,-97.345945,,"Lithobates chichicuahutla","Guerreran Leopard Frog","AMPHIBIA","ANURA","RANIDAE",58574,,"CR",0,,"Unprotected","Unprotected","Lago de Las Minas","No",,-1,,,"http://www.iucnredlist.org/apps/redlist/details/58574/0",,,,
"AMERICAS","Ecuador",247,"ECU16","Single Site","Isla San Cristóbal",-0.825699,-89.428397,,"Mimus melanotis","San Cristobal Mockingbird","AVES","PASSERIFORMES","MIMIDAE",106006862,6862,"EN",84,,,,,,,0,14666,,"http://www.iucnredlist.org/apps/redlist/details/106006862/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=6862","http://www.birdlife.org/datazone/sitefactsheet.php?id=14666",,
"AMERICAS","Mexico",292,"MEX34","Single Site","Lago Zacapu",19.727056,-102.202193,,"Ambystoma andersoni",,"AMPHIBIA","CAUDATA","AMBYSTOMATIDAE",59051,,"CR",0,,"Unprotected","Unprotected","Zacapu Lake","No",,-1,,,"http://www.iucnredlist.org/apps/redlist/details/59051/0",,,,
"AMERICAS","Mexico",293,"MEX35","Single Site","Laguna Alchichica",19.361968,-97.488053,,"Ambystoma taylori","Taylor's Salamander","AMPHIBIA","CAUDATA","AMBYSTOMATIDAE",59070,,"CR",0,,"Unprotected","Unprotected","Laguna Alchichica","No",,-1,,,"http://www.iucnredlist.org/apps/redlist/details/59070/0",,,,
"AMERICAS","Colombia",435,"COL24","Single Site","Munchique Natural National Park",2.692493,-77.008498,,"Eriocnemis mirabilis","Colourful Puffleg","AVES","APODIFORMES","TROCHILIDAE",106002040,2040,"CR",89,,"Protected","Munchique National Park",,,,-1,14459,,"http://www.iucnredlist.org/apps/redlist/details/106002040/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=2040","http://www.birdlife.org/datazone/sitefactsheet.php?id=14459",,
"AMERICAS","United States of America",399,"USA12","Single Site","Nihoa Island",23.0565,-161.924833,,"Acrocephalus familiaris","Millerbird","AVES","PASSERIFORMES","SYLVIIDAE",106007614,7614,"CR",100,,"Protected","Hawaiian Islands National Wildlife Refuge",,,,-1,25212,,"http://www.iucnredlist.org/apps/redlist/details/106007614/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=7614","http://www.birdlife.org/datazone/sitefactsheet.php?id=25212",,
"AMERICAS","Mexico",309,"MEX36","Single Site","Los Tuxtlas",18.464148,-94.985948,,"Ecnomiohyla valancifer",,"AMPHIBIA","ANURA","HYLIDAE",55685,,"CR",99,,"Partial","Reserva de la Bi¾sfera Sierra de Los Tuxtlas","Los Tuxtlas","No",,0,,,"http://www.iucnredlist.org/apps/redlist/details/55685/0",,,,
